	FID1	IID1	FID2	IID2	MOST_LIKELY_REL	LIKELIHOOD_VECTOR	IBD0	IBD1	IBD2	PI_HAT	-1	POSSIBLE_RELS	LIKELIHOOD_CUTOFF	p0	p1	p2	p3	p4	p5	p0-1
0	0	id1	0	id3	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
1	0	id1	0	id4	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
2	0	id1	0	id5	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
3	0	id2	0	id3	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
4	0	id2	0	id4	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
5	0	id2	0	id5	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
6	0	id3	0	id5	FS	1.44953798006666e-120,0.999379714396915,0.000620285603084849,1.28561910370896e-16,2.10037199876922e-28,0	0.265	0.612	0.121	0.4282	-1	FS	0.3	1.44953798006666e-120	0.999379714396915	0.000620285603084849	1.28561910370896e-16	2.10037199876922e-28	0.0	0.999379714396915
7	0	id3	0	id7	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
8	0	id3	0	id8	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
9	0	id3	0	id9	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
10	0	id4	0	id11	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
11	0	id4	0	id12	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
12	0	id4	0	id13	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
13	0	id5	0	id15	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
14	0	id5	0	id16	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
15	0	id5	0	id17	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
16	0	id6	0	id7	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
17	0	id6	0	id8	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
18	0	id6	0	id9	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
19	0	id7	0	id8	FS	4.18538093658822e-56,0.999999971062256,2.89377436462319e-08,2.8610911605814e-32,1.84990720984683e-51,0	0.191	0.634	0.174	0.4913	-1	FS	0.3	4.18538093658822e-56	0.999999971062256	2.89377436462319e-08	2.8610911605814e-32	1.84990720984683e-51	0.0	0.999999971062256
20	0	id7	0	id9	FS	2.28329458899383e-44,0.999976688834215,2.33111657851825e-05,1.12429076359599e-23,4.17786246304922e-38,0	0.175	0.684	0.139	0.482	-1	FS	0.3	2.28329458899383e-44	0.999976688834215	2.33111657851825e-05	1.12429076359599e-23	4.17786246304922e-38	0.0	0.999976688834215
21	0	id7	0	id19	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
22	0	id7	0	id20	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
23	0	id8	0	id9	FS	7.98082434256105e-78,0.999999999975773,2.42273226991108e-11,2.44190799386966e-41,2.00327222210235e-67,0	0.218	0.575	0.205	0.4937	-1	FS	0.3	7.98082434256105e-78	0.999999999975773	2.42273226991108e-11	2.44190799386966e-41	2.00327222210235e-67	0.0	0.999999999975773
24	0	id10	0	id11	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
25	0	id10	0	id12	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
26	0	id10	0	id13	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
27	0	id11	0	id13	FS	1.24091694293633e-66,0.999999999990845,9.15486055596657e-12,4.72964712577332e-43,6.96265780168595e-70,0	0.204	0.586	0.209	0.5027	-1	FS	0.3	1.24091694293633e-66	0.999999999990845	9.15486055596657e-12	4.72964712577332e-43	6.96265780168595e-70	0.0	0.999999999990845
28	0	id12	0	id13	FS	1.103937624226e-102,0.999979487351134,2.05126488655483e-05,1.33721930989234e-21,1.35009584361782e-35,0	0.247	0.61	0.142	0.4473	-1	FS	0.3	1.103937624226e-102	0.999979487351134	2.05126488655483e-05	1.33721930989234e-21	1.35009584361782e-35	0.0	0.999979487351134
29	0	id14	0	id15	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
30	0	id14	0	id16	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
31	0	id14	0	id17	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
32	0	id15	0	id16	FS	3.38520085768928e-68,0.999986833345694,1.31666543059487e-05,2.88464032498089e-23,1.00384646319658e-37,0	0.208	0.648	0.142	0.4672	-1	FS	0.3	3.38520085768928e-68	0.999986833345694	1.31666543059487e-05	2.88464032498089e-23	1.00384646319658e-37	0.0	0.999986833345694
33	0	id15	0	id17	FS	1.17355090328876e-75,1,1.22554897627921e-17,1.23455641604557e-61,1.06412974893358e-103,0	0.214	0.527	0.257	0.5213	-1	FS	0.3	1.17355090328876e-75	1.0	1.22554897627921e-17	1.23455641604557e-61	1.06412974893358e-103	0.0	1.0
34	0	id16	0	id17	FS	4.26561403158653e-82,0.999999894290626,1.05709374037377e-07,1.76892751615108e-29,1.23841960898358e-47,0	0.224	0.606	0.168	0.4721	-1	FS	0.3	4.26561403158653e-82	0.999999894290626	1.05709374037377e-07	1.76892751615108e-29	1.23841960898358e-47	0.0	0.999999894290626
35	0	id18	0	id19	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
36	0	id18	0	id20	PC	0.999488504078663,1.54522754683251e-18,0.000511495920936024,4.00956454211562e-13,4.17142302950887e-27,0	0.0	1.0	0.0	0.5	-1	PC	0.3	0.999488504078663	1.54522754683251e-18	0.000511495920936024	4.00956454211562e-13	4.17142302950887e-27	0.0	0.999488504078663
37	0	id19	0	id20	FS	5.69020266769156e-119,0.999990793694096,9.20630590348648e-06,2.10867177558976e-22,4.83744431794023e-37,0	0.263	0.588	0.148	0.4422	-1	FS	0.3	5.69020266769156e-119	0.999990793694096	9.20630590348648e-06	2.10867177558976e-22	4.83744431794023e-37	0.0	0.999990793694096
